0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
0.5843	0.5843	0.5843	1	
